,Code,Content,Values
1106,2000S-3032-GEOLK3,"Persons: Migrant background and experience - Size of private
household - Floor area of the dwelling (20m²
intervals)/Type of private household/Rooms",539308
1107,2000S-3032-GEORB3,"Persons: Migrant background and experience - Size of private
household - Floor area of the dwelling (20m²
intervals)/Type of private household/Rooms",47124
1108,2000S-3033-GEOBL3,"Persons: Migrant background and experience - Year of
construction (decade period)/Dwellings in a
building (three classes) - Type of building",16320
1109,2000S-3033-GEODL3,"Persons: Migrant background and experience - Year of
construction (decade period)/Dwellings in a
building (three classes) - Type of building",1020
1110,2000S-3034-GEOBL3,"Persons: Migrant background and experience - Year of
construction (decade period) - Type of ownership of
building/Type of building (construction)/Dwellings in a
building",24480
1111,2000S-3034-GEODL3,"Persons: Migrant background and experience - Year of
construction (decade period) - Type of ownership of
building/Type of building (construction)/Dwellings in a
building",1530
1112,2000S-3035-GEOBL3,"Persons: Migrant background and experience - Type of
ownership of building - Type of building
(construction)/Dwellings in a building",12240
1113,2000S-3035-GEODL3,"Persons: Migrant background and experience - Type of
ownership of building - Type of building
(construction)/Dwellings in a building",765
1114,2000S-3036-GEOBL3,"Persons: Migrant background and experience - Type of
building (construction) - Dwellings in a building",8160
1115,2000S-3036-GEODL3,"Persons: Migrant background and experience - Type of
building (construction) - Dwellings in a building",510
1116,2000S-3037-GEOBL3,"Persons: Migrant background and experience - Sex - Type of
family nucleus (by family)",3264
1117,2000S-3037-GEODL3,"Persons: Migrant background and experience - Sex - Type of
family nucleus (by family)",204
1118,2000S-3037-GEOLK3,"Persons: Migrant background and experience - Sex - Type of
family nucleus (by family)",84048
1119,2000S-3037-GEORB3,"Persons: Migrant background and experience - Sex - Type of
family nucleus (by family)",7344
1120,2000S-3038-GEOBL3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",11520
1121,2000S-3038-GEODL3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",720
1122,2000S-3038-GEOGM3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",1133280
1123,2000S-3038-GEOLK3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",296640
1124,2000S-3038-GEORB3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",25920
1125,2000S-3038-GEOVB3,"Persons: Religion (in detail) - Marital status - Citizenship
(selected countries)",113040
1126,2000S-3039-GEOBL3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",3072
1127,2000S-3039-GEODL3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",192
1128,2000S-3039-GEOGM3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",302208
1129,2000S-3039-GEOLK3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",79104
1130,2000S-3039-GEORB3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",6912
1131,2000S-3039-GEOVB3,"Persons: Religion (in detail) - Age/Marital
status/Citizenship - Sex",30144
1132,2000S-3040-GEOBL3,"Persons: Religion (in detail) - Marital status (in
detail)/Migrant background and experience - Citizenship
(selected countries)",32640
1133,2000S-3040-GEODL3,"Persons: Religion (in detail) - Marital status (in
detail)/Migrant background and experience - Citizenship
(selected countries)",2040
1134,2000S-3040-GEOLK3,"Persons: Religion (in detail) - Marital status (in
detail)/Migrant background and experience - Citizenship
(selected countries)",840480
1135,2000S-3040-GEORB3,"Persons: Religion (in detail) - Marital status (in
detail)/Migrant background and experience - Citizenship
(selected countries)",73440
1136,2000S-3041-GEOBL3,"Persons: Religion (in detail) - Age/Citizenship (continent)
- Sex",7680
1137,2000S-3041-GEODL3,"Persons: Religion (in detail) - Age/Citizenship (continent)
- Sex",480
1138,2000S-3042-GEOBL3,"Persons: Religion (in detail) - Age/Activity status
(detailed) - Marital status (in detail)",20736
1139,2000S-3042-GEODL3,"Persons: Religion (in detail) - Age/Activity status
(detailed) - Marital status (in detail)",1296
1140,2000S-3043-GEOBL3,"Persons: Religion (in detail) - Activity status
(detailed)/Sex - Type of private household (by family)",13824
1141,2000S-3043-GEODL3,"Persons: Religion (in detail) - Activity status
(detailed)/Sex - Type of private household (by family)",864
1142,2000S-3044-GEOBL3,"Persons: Religion (in detail) - Marital status (in
detail)/Sex - Size of family nucleus",6912
1143,2000S-3044-GEODL3,"Persons: Religion (in detail) - Marital status (in
detail)/Sex - Size of family nucleus",432
1144,2000S-3045-GEOBL3,"Persons: Highest professional qualification - Age (five
years age groups)/Activity status (detailed) - Sex",3456
1145,2000S-3045-GEODL3,"Persons: Highest professional qualification - Age (five
years age groups)/Activity status (detailed) - Sex",216
1146,2000S-3046-GEOBL3,"Persons: Highest professional qualification - Age/Highest
school-leaving qualification/Migrant background/Religion
(in detail) - Activity status (detailed)",14976
1147,2000S-3046-GEODL3,"Persons: Highest professional qualification - Age/Highest
school-leaving qualification/Migrant background/Religion
(in detail) - Activity status (detailed)",936
1148,2000S-3047-GEOBL3,"Persons: Highest professional qualification - Highest
school-leaving qualification - Age (five years age groups)",16640
1149,2000S-3047-GEODL3,"Persons: Highest professional qualification - Highest
school-leaving qualification - Age (five years age groups)",1040
1150,2000S-3048-GEOBL3,"Persons: Highest professional qualification - Age (ten years
age groups) - Migrant background",1920
1151,2000S-3048-GEODL3,"Persons: Highest professional qualification - Age (ten years
age groups) - Migrant background",120
1152,2000S-3049-GEOBL3,"Persons: Highest professional qualification - Age (ten years
age groups)/Migrant background - Religion (in detail)",5120
1153,2000S-3049-GEODL3,"Persons: Highest professional qualification - Age (ten years
age groups)/Migrant background - Religion (in detail)",320
1154,2000S-3050-GEOBL3,"Persons: Highest professional qualification - Year of
construction (decade period)/Floor area of the dwelling
(10m² intervals) - Type of building",3840
1155,2000S-3050-GEODL3,"Persons: Highest professional qualification - Year of
construction (decade period)/Floor area of the dwelling
(10m² intervals) - Type of building",240
1156,2000S-3051-GEOBL3,"Persons: Highest professional qualification - Floor area of
the dwelling (10m² intervals) - Year of construction
(decade period)",11520
1157,2000S-3051-GEODL3,"Persons: Highest professional qualification - Floor area of
the dwelling (10m² intervals) - Year of construction
(decade period)",720
1158,2000S-3052-GEOBL3,"Persons: Highest professional qualification - Activity
status (detailed)/Migrant background/Religion (in detail) -
Type of family nucleus (by family)",4608
1159,2000S-3052-GEODL3,"Persons: Highest professional qualification - Activity
status (detailed)/Migrant background/Religion (in detail) -
Type of family nucleus (by family)",288
1160,2000S-3053-GEOBL3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",21760
1161,2000S-3053-GEODL3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",1360
1162,2000S-3053-GEOLK3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",560320
1163,2000S-3053-GEORB3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",48960
1164,2000S-3053-GEOVB3,"Persons: Highest professional qualification (detailed) - Age
(ten years age groups)/Religion (in detail) - Migrant
background and experience",213520
1165,2000S-3054-GEOBL3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",6528
1166,2000S-3054-GEODL3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",408
1167,2000S-3054-GEOGM3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",642192
1168,2000S-3054-GEOLK3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",168096
1169,2000S-3054-GEORB3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",14688
1170,2000S-3054-GEOVB3,"Persons: Highest professional qualification (detailed) -
Age/Migrant background and experience/Citizenship (selected
countries) - Sex",64056
1171,2000S-3055-GEOBL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
(in detail) - Sex",4992
1172,2000S-3055-GEODL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
(in detail) - Sex",312
1173,2000S-3055-GEOLK3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
(in detail) - Sex",128544
1174,2000S-3055-GEORB3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
(in detail) - Sex",11232
1175,2000S-3056-GEOBL3,"Persons: Highest professional qualification (detailed) - Age
(five years age groups)/Marital status/Citizenship (groups)
- Sex",3072
1176,2000S-3056-GEODL3,"Persons: Highest professional qualification (detailed) - Age
(five years age groups)/Marital status/Citizenship (groups)
- Sex",192
1177,2000S-3057-GEOBL3,"Persons: Highest professional qual. (detailed) -
Age/Sex/Marital status/Highest school-leaving
qual./Religion/Citizenship (selected countries) - Activity
status (detailed)",29952
1178,2000S-3057-GEODL3,"Persons: Highest professional qual. (detailed) -
Age/Sex/Marital status/Highest school-leaving
qual./Religion/Citizenship (selected countries) - Activity
status (detailed)",1872
1179,2000S-3058-GEOBL3,"Persons: Highest professional qualification (detailed) - Age
(five years age groups) - Marital status",15360
1180,2000S-3058-GEODL3,"Persons: Highest professional qualification (detailed) - Age
(five years age groups) - Marital status",960
1181,2000S-3059-GEOBL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Marital
status (in detail) - Religion/Citizenship (groups)",14976
1182,2000S-3059-GEODL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Marital
status (in detail) - Religion/Citizenship (groups)",936
1183,2000S-3060-GEOBL3,"Persons: Highest professional qualification (detailed) -
Highest school-leaving qualification - Age/Marital
status/Sex/Religion/Citizenship (groups)",13312
1184,2000S-3060-GEODL3,"Persons: Highest professional qualification (detailed) -
Highest school-leaving qualification - Age/Marital
status/Sex/Religion/Citizenship (groups)",832
1185,2000S-3061-GEOBL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
- Citizenship (groups)",6656
1186,2000S-3061-GEODL3,"Persons: Highest professional qualification
(detailed)/Highest school-leaving qualification - Religion
- Citizenship (groups)",416
1187,2000S-3062-GEOBL3,"Persons: Highest professional qualification (detailed) -
Religion (in detail) - Citizenship",8192
1188,2000S-3062-GEODL3,"Persons: Highest professional qualification (detailed) -
Religion (in detail) - Citizenship",512
1189,2000S-3063-GEOBL3,"Persons: Highest professional qualification (detailed) -
Marital status - Type of use of dwelling/Type of building
(construction)/Type of building (size)",4608
1190,2000S-3063-GEODL3,"Persons: Highest professional qualification (detailed) -
Marital status - Type of use of dwelling/Type of building
(construction)/Type of building (size)",288
