Tabelle: 1000A-0001
Personen: Bevölkerungszahl und Fläche (Gemeinden);;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;
;;;Personen;;Fläche;;Bevölkerungsdichte;
;;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
;145210130130;Crottendorf;3938;e;36,43;e;108;e
;145210150150;Drebach;4922;e;32,86;e;150;e
;145210160160;Ehrenfriedersdorf, Stadt;4442;e;15,89;e;280;e
;145210170170;Eibenstock, Stadt;6986;e;112,24;e;62;e
;145210200200;Gelenau/Erzgeb.;4144;e;21,10;e;196;e
;145210240240;Großolbersdorf;2751;e;22,57;e;122;e
;145210250250;Großrückerswalde;3326;e;26,65;e;125;e
;145210260260;Grünhain-Beierfeld, Stadt;5617;e;22,25;e;252;e
;145210290290;Hohndorf;3362;e;5,25;e;640;e
;145210310310;Jahnsdorf/Erzgeb.;5362;e;26,23;e;204;e
;145210320320;Johanngeorgenstadt, Stadt;3696;e;29,59;e;125;e
;145210330330;Jöhstadt, Stadt;2553;e;49,69;e;51;e
;145210355355;Lauter-Bernsbach, Stadt;8425;e;30,28;e;278;e
;145210370370;Lößnitz, Stadt;7781;e;30,49;e;255;e
;145210390390;Marienberg, Stadt;16439;e;133,49;e;123;e
;145210400400;Mildenau;3417;e;31,67;e;108;e
;145210410410;Neukirchen/Erzgeb.;6879;e;20,14;e;342;e
;145210440440;Oberwiesenthal, Kurort, Stadt;1992;e;40,03;e;50;e
;145210450450;Oelsnitz/Erzgeb., Stadt;11097;e;26,28;e;422;e
;145210460460;Olbernhau, Stadt;10345;e;125,35;e;83;e
;145210495495;Pockau-Lengefeld, Stadt;7398;e;83,43;e;89;e
;145210500500;Raschau-Markersbach;4825;e;39,55;e;122;e
;145210530530;Schneeberg, Stadt;13420;e;23,35;e;575;e
;145210540540;Schönheide;4149;e;28,15;e;147;e
;145210550550;Schwarzenberg/Erzgeb., Stadt;15917;e;46,31;e;344;e
;145210560560;Sehmatal;6158;e;44,51;e;138;e
;145210600600;Stützengrün;3123;e;28,29;e;110;e
;145210620620;Thalheim/Erzgeb., Stadt;6010;e;10,79;e;557;e
;145210630630;Thermalbad Wiesenbad;3108;e;24,21;e;128;e
;145210640640;Thum, Stadt;4835;e;18,90;e;256;e
;145210670670;Wolkenstein, Stadt;3815;e;30,51;e;125;e
;145215101060;Bärenstein;2196;e;5,47;e;401;e
;145215101340;Königswalde;2135;e;19,51;e;109;e
;145215103040;Auerbach (Landkreis Erzgebirgskreis);2321;e;8,28;e;280;e
;145215103120;Burkhardtsdorf;6022;e;21,22;e;284;e
;145215103230;Gornsdorf;1970;e;4,19;e;470;e
;145215110210;Geyer, Stadt;3298;e;18,56;e;178;e
;145215110610;Tannenberg;1041;e;7,97;e;131;e
;145215115380;Lugau/Erzgeb., Stadt;7566;e;22,29;e;339;e
;145215115430;Niederwürschnitz;2548;e;6,04;e;422;e
;145215130510;Scheibenberg, Stadt;1983;e;9,00;e;220;e
;145215130520;Schlettau, Stadt;2291;e;21,22;e;108;e
;145215132140;Deutschneudorf;868;e;8,07;e;108;e
;145215132280;Heidersdorf;768;e;9,51;e;81;e
;145215132570;Seiffen/Erzgeb., Kurort;1917;e;12,43;e;154;e
;145215133420;Niederdorf;1281;e;13,06;e;98;e
;145215133590;Stollberg/Erzgeb., Stadt;11321;e;38,99;e;290;e
;145215138220;Gornau/Erzgeb.;3716;e;19,78;e;188;e
;145215138690;Zschopau, Stadt, Motorradstadt;8811;e;22,79;e;387;e
;145215139080;Bockau;2148;e;19,15;e;112;e
;145215139700;Zschorlau;5108;e;21,93;e;233;e
;145215140180;Elterlein, Stadt;2745;e;45,74;e;60;e
;145215140710;Zwönitz, Stadt;11596;e;64,24;e;181;e
;145215405090;Börnichen/Erzgeb.;957;e;15,45;e;62;e
;145215405270;Grünhainichen;3178;e;28,72;e;111;e
;145220020020;Augustusburg, Stadt;4495;e;23,38;e;192;e
;145220035035;Bobritzsch-Hilbersdorf;5658;e;55,12;e;103;e
;145220050050;Brand-Erbisdorf, Stadt;9029;e;46,33;e;195;e
;145220070070;Claußnitz;2984;e;21,38;e;140;e
;145220080080;Döbeln, Stadt;23488;e;91,75;e;256;e
;145220110110;Eppendorf;3927;e;33,87;e;116;e
;145220120120;Erlau;3178;e;37,83;e;84;e
;145220140140;Flöha, Stadt;10332;e;27,76;e;372;e
;145220150150;Frankenberg/Sa., Stadt, Garnisonsstadt;13576;e;65,62;e;207;e
;145220170170;Frauenstein, Stadt;2694;e;58,98;e;46;e
;145220180180;Freiberg, Stadt, Universitätsstadt;40103;e;48,31;e;830;e
;145220190190;Geringswalde, Stadt;4108;e;30,06;e;137;e
;145220200200;Großhartmannsdorf;2411;e;32,20;e;75;e
;145220210210;Großschirma, Stadt;5351;e;61,63;e;87;e
;145220220220;Großweitzschen;2634;e;44,45;e;59;e
;145220230230;Hainichen, Stadt;8339;e;51,74;e;161;e
;145220240240;Halsbrücke;5023;e;41,04;e;122;e
;145220250250;Hartha, Stadt;6719;e;54,40;e;124;e
;145220260260;Hartmannsdorf (Landkreis Mittelsachsen);4379;e;10,28;e;426;e
;145220290290;Königshain-Wiederau;2576;e;31,03;e;83;e
;145220300300;Kriebstein;1993;e;31,08;e;64;e
;145220310310;Leisnig, Stadt;8224;e;78,09;e;105;e
;145220320320;Leubsdorf (Landkreis Mittelsachsen);3232;e;34,47;e;94;e
;145220330330;Lichtenau;7050;e;49,14;e;143;e
;145220350350;Lunzenau, Stadt;3985;e;28,33;e;141;e
;145220390390;Mulda/Sa.;2423;e;43,14;e;56;e
;145220400400;Neuhausen/Erzgeb.;2496;e;48,09;e;52;e
;145220420420;Niederwiesa;4751;e;16,39;e;290;e
;145220430430;Oberschöna;3276;e;44,30;e;74;e
;145220440440;Oederan, Stadt;7714;e;77,33;e;100;e
;145220460460;Penig, Stadt;8343;e;63,37;e;132;e
;145220470470;Rechenberg-Bienenmühle;1771;e;52,65;e;34;e
;145220480480;Reinsberg;2817;e;49,71;e;57;e
;145220500500;Rossau;3320;e;53,59;e;62;e
;145220510510;Roßwein, Stadt;7244;e;44,10;e;164;e
;145220540540;Striegistal;4551;e;77,23;e;59;e
;145220570570;Waldheim, Stadt;9033;e;41,71;e;217;e
;145220580580;Wechselburg;1763;e;25,65;e;69;e
;145225102060;Burgstädt, Stadt;10468;e;25,88;e;404;e
;145225102380;Mühlau;2098;e;8,09;e;259;e
;145225102550;Taura;2303;e;11,11;e;207;e
;145225113340;Lichtenberg/Erzgeb.;2616;e;33,39;e;78;e
;145225113590;Weißenborn/Erzgeb.;2391;e;22,57;e;106;e
;145225119010;Altmittweida;1823;e;14,08;e;129;e
;145225119360;Mittweida, Stadt, Hochschulstadt;13967;e;41,26;e;339;e
;145225123450;Ostrau;3427;e;52,70;e;65;e
;145225123620;Zschaitz-Ottewig;1288;e;18,26;e;71;e
;145225126280;Königsfeld (Landkreis Mittelsachsen);1379;e;28,42;e;49;e
;145225126490;Rochlitz, Stadt;5511;e;23,76;e;232;e
;145225126530;Seelitz;1630;e;31,22;e;52;e
;145225126600;Zettlitz;656;e;15,68;e;42;e
;145225129090;Dorfchemnitz;1469;e;29,58;e;50;e
;145225129520;Sayda, Stadt;1696;e;35,30;e;48;e
;145230010010;Adorf/Vogtl., Stadt;4686;e;42,97;e;109;e
;145230020020;Auerbach/Vogtl., Stadt;17732;e;55,52;e;319;e
;145230030030;Bad Brambach;1646;e;43,92;e;37;e
;145230040040;Bad Elster, Stadt;3545;e;19,77;e;179;e
;145230090090;Ellefeld;2498;e;4,55;e;549;e
;145230100100;Elsterberg, Stadt;3731;e;25,10;e;149;e
;145230160160;Klingenthal, Stadt;7577;e;50,44;e;150;e
;145230170170;Lengenfeld, Stadt;6887;e;46,98;e;147;e
;145230200200;Markneukirchen, Stadt;7221;e;69,06;e;105;e
;145230245245;Muldenhammer;2903;e;56,08;e;52;e
;145230280280;Neumark;2942;e;17,31;e;170;e
;145230310310;Pausa-Mühltroff, Stadt;4751;e;64,13;e;74;e
;145230320320;Plauen, Stadt;64674;e;102,11;e;633;e
;145230330330;Pöhl;2460;e;36,64;e;67;e
;145230360360;Rodewisch, Stadt;6167;e;26,88;e;229;e
;145230365365;Rosenbach/Vogtl.;4009;e;67,34;e;60;e
;145230380380;Steinberg (Landkreis Vogtlandkreis);2725;e;20,37;e;134;e
;145230450450;Weischlitz;5718;e;121,63;e;47;e
;145235107120;Falkenstein/Vogtl., Stadt;7619;e;31,06;e;245;e
;145235107130;Grünbach;1678;e;27,54;e;61;e
;145235107290;Neustadt/Vogtl.;932;e;13,02;e;72;e
;145235120190;Limbach (Landkreis Vogtlandkreis);1392;e;14,21;e;98;e
;145235120260;Netzschkau, Stadt;3720;e;12,51;e;297;e
;145235122060;Bösenbrunn;1090;e;34,21;e;32;e
;145235122080;Eichigt;1104;e;32,73;e;34;e
;145235122300;Oelsnitz/Vogtl., Stadt;10306;e;53,66;e;192;e
;145235122440;Triebel/Vogtl.;1150;e;43,09;e;27;e
;145235125150;Heinsdorfergrund;1917;e;21,86;e;88;e
;145235125340;Reichenbach im Vogtland, Stadt;20001;e;34,47;e;580;e
;145235131230;Mühlental;1233;e;39,59;e;31;e
;145235131370;Schöneck/Vogtl., Stadt;2952;e;55,03;e;54;e
;145235134270;Neuensalz;2039;e;33,49;e;61;e
;145235134430;Treuen, Stadt;7684;e;43,74;e;176;e
;145235402050;Bergen (Landkreis Vogtlandkreis);922;e;8,34;e;111;e
;145235402410;Theuma;1003;e;9,94;e;101;e
;145235402420;Tirpersdorf;1363;e;19,57;e;70;e
;145235402460;Werda;1482;e;13,59;e;109;e
;145240020020;Callenberg;4795;e;39,86;e;120;e
;145240060060;Fraureuth;4939;e;22,60;e;219;e
;145240070070;Gersdorf;3793;e;9,69;e;391;e
;145240080080;Glauchau, Stadt;21821;e;51,62;e;423;e
;145240090090;Hartenstein, Stadt;4482;e;36,70;e;122;e
;145240120120;Hohenstein-Ernstthal, Stadt;14168;e;18,58;e;763;e
;145240140140;Langenbernsdorf;3452;e;36,37;e;95;e
;145240150150;Langenweißbach;2411;e;22,62;e;107;e
;145240170170;Lichtentanne;6117;e;27,33;e;224;e
;145240200200;Mülsen;10778;e;49,70;e;217;e
;145240210210;Neukirchen/Pleiße;3798;e;16,89;e;225;e
;145240230230;Oberlungwitz, Stadt;5736;e;14,68;e;391;e
;145240250250;Reinsdorf (Landkreis Zwickau);7164;e;21,25;e;337;e
;145240300300;Werdau, Stadt;20668;e;65,62;e;315;e
;145240310310;Wildenfels, Stadt;3525;e;20,68;e;170;e
;145240320320;Wilkau-Haßlau, Stadt;9619;e;12,65;e;760;e
;145240330330;Zwickau, Stadt;87020;e;102,58;e;848;e
;145245104030;Crimmitschau, Stadt;18718;e;61,15;e;306;e
;145245104050;Dennheritz;1293;e;13,37;e;97;e
;145245111040;Crinitzberg;1809;e;18,81;e;96;e
;145245111100;Hartmannsdorf b. Kirchberg;1350;e;27,17;e;50;e
;145245111110;Hirschfeld (Landkreis Zwickau);1082;e;18,98;e;57;e
;145245111130;Kirchberg, Stadt;7916;e;39,56;e;200;e
;145245114180;Limbach-Oberfrohna, Stadt;23708;e;50,21;e;472;e
;145245114220;Niederfrohna;2221;e;10,11;e;220;e
;145245118190;Meerane, Stadt;13897;e;19,81;e;702;e
;145245118270;Schönberg (Landkreis Zwickau);866;e;15,43;e;56;e
;145245128010;Bernsdorf;2140;e;14,82;e;144;e
;145245128160;Lichtenstein/Sa., Stadt;11148;e;15,47;e;721;e
;145245128280;St. Egidien;3177;e;21,26;e;149;e
;145245135240;Oberwiera;1015;e;14,34;e;71;e
;145245135260;Remse;1642;e;14,79;e;111;e
;145245135290;Waldenburg, Stadt (Landkreis Zwickau);3981;e;25,06;e;159;e
;146120000000;Dresden, Stadt;557782;e;328,49;e;1698;e
;146250010010;Arnsdorf;4790;e;35,87;e;134;e
;146250020020;Bautzen, Stadt;38084;e;66,67;e;571;e
;146250030030;Bernsdorf, Stadt;6281;e;59,86;e;105;e
;146250060060;Burkau;2586;e;31,90;e;81;e
;146250090090;Cunewalde;4551;e;26,65;e;171;e
;146250100100;Demitz-Thumitz;2638;e;21,10;e;125;e
;146250110110;Doberschau-Gaußig;4243;e;40,48;e;105;e
;146250120120;Elsterheide;3346;e;127,61;e;26;e
;146250130130;Elstra, Stadt;2683;e;32,63;e;82;e
;146250150150;Göda;2975;e;43,27;e;69;e
;146250160160;Großdubrau;4098;e;54,22;e;76;e
;146250200200;Großröhrsdorf, Stadt;9417;e;40,94;e;230;e
;146250220220;Haselbachtal;3910;e;37,50;e;104;e
;146250230230;Hochkirch;2222;e;41,75;e;53;e
;146250240240;Hoyerswerda, Stadt;31064;e;94,99;e;327;e
;146250250250;Kamenz, Stadt;17282;e;98,30;e;176;e
;146250280280;Königswartha;3466;e;47,17;e;73;e
;146250290290;Kubschütz;2442;e;43,64;e;56;e
;146250310310;Lauta, Stadt;7961;e;42,14;e;189;e
;146250330330;Lohsa;5145;e;134,96;e;38;e
;146250340340;Malschwitz;4757;e;93,27;e;51;e
;146250380380;Neukirch/Lausitz;4762;e;21,30;e;224;e
;146250420420;Oßling;2222;e;43,71;e;51;e
;146250430430;Ottendorf-Okrilla;10055;e;25,93;e;388;e
;146250480480;Radeberg, Stadt;18724;e;29,83;e;628;e
;146250490490;Radibor;3146;e;61,99;e;51;e
;146250525525;Schirgiswalde-Kirschau, Stadt;6102;e;24,34;e;251;e
;146250530530;Schmölln-Putzkau;2969;e;32,93;e;90;e
;146250550550;Schwepnitz;2444;e;56,03;e;44;e
;146250560560;Sohland a. d. Spree;6450;e;37,30;e;173;e
;146250570570;Spreetal;1773;e;108,80;e;16;e
;146250590590;Steinigtwolmsdorf;2666;e;18,04;e;148;e
;146250600600;Wachau;4218;e;38,11;e;111;e
;146250610610;Weißenberg, Stadt;3056;e;50,96;e;60;e
;146250630630;Wilthen, Stadt;4741;e;17,04;e;278;e
;146250640640;Wittichenau, Stadt;5676;e;61,02;e;93;e
;146255207040;Bischofswerda, Stadt;10762;e;46,21;e;233;e
;146255207510;Rammenau;1334;e;10,76;e;124;e
;146255211140;Frankenthal;911;e;9,43;e;97;e
;146255211170;Großharthau;2934;e;37,28;e;79;e
;146255212190;Großpostwitz/O.L.;2731;e;16,48;e;166;e
;146255212390;Obergurig;2093;e;9,82;e;213;e
;146255218270;Königsbrück, Stadt;4635;e;78,48;e;59;e
;146255218300;Laußnitz;1842;e;63,81;e;29;e
;146255218370;Neukirch (Landkreis Bautzen);1602;e;39,47;e;41;e
;146255223360;Neschwitz;2420;e;46,01;e;53;e
;146255223460;Puschwitz;774;e;11,79;e;66;e
;146255231180;Großnaundorf;927;e;14,99;e;62;e
;146255231320;Lichtenberg;1609;e;14,72;e;109;e
;146255231410;Ohorn;2470;e;11,99;e;206;e
;146255231450;Pulsnitz, Stadt;7328;e;26,76;e;274;e
;146255231580;Steina;1656;e;12,51;e;132;e
;146255501080;Crostwitz;1035;e;13,33;e;78;e
;146255501350;Nebelschütz;1201;e;22,93;e;52;e
;146255501440;Panschwitz-Kuckau;2089;e;23,35;e;89;e
;146255501470;Räckelwitz;1143;e;11,51;e;99;e
;146255501500;Ralbitz-Rosenthal;1727;e;31,74;e;54;e
;146260060060;Boxberg/O.L.;4253;e;217,67;e;20;e
;146260085085;Ebersbach-Neugersdorf, Stadt;11201;e;20,45;e;548;e
;146260110110;Görlitz, Stadt;54664;e;67,53;e;809;e
;146260180180;Herrnhut, Stadt;5776;e;74,13;e;78;e
;146260245245;Kottmar;7061;e;47,34;e;149;e
;146260250250;Krauschwitz;3265;e;106,83;e;31;e
;146260280280;Leutersdorf (Landkreis Görlitz);3456;e;17,08;e;202;e
;146260300300;Markersdorf;3774;e;62,54;e;60;e
;146260310310;Mittelherwigsdorf;3506;e;36,45;e;96;e
;146260370370;Niesky, Stadt;9094;e;53,82;e;169;e
;146260390390;Oderwitz;4764;e;35,91;e;133;e
;146260420420;Ostritz, Stadt;2219;e;23,48;e;95;e
;146260530530;Seifhennersdorf, Stadt;3606;e;19,12;e;189;e
;146260610610;Zittau, Stadt;25585;e;66,75;e;383;e
;146265203010;Bad Muskau, Stadt;3623;e;15,38;e;236;e
;146265203100;Gablenz;1565;e;14,74;e;106;e
;146265206030;Bernstadt a. d. Eigen, Stadt;3181;e;52,00;e;61;e
;146265206500;Schönau-Berzdorf a. d. Eigen;1460;e;27,81;e;52;e
;146265214140;Großschönau;5234;e;23,82;e;220;e
;146265214170;Hainewalde;1524;e;12,96;e;118;e
;146265220150;Großschweidnitz;1262;e;7,47;e;169;e
;146265220270;Lawalde;1789;e;14,55;e;123;e
;146265220290;Löbau, Stadt;14639;e;78,90;e;186;e
;146265220470;Rosenbach;1538;e;23,56;e;65;e
;146265224070;Dürrhennersdorf;865;e;10,71;e;81;e
;146265224350;Neusalza-Spremberg, Stadt;3173;e;22,91;e;138;e
;146265224510;Schönbach (Landkreis Görlitz);1073;e;9,10;e;118;e
;146265227050;Bertsdorf-Hörnitz;2020;e;18,00;e;112;e
;146265227210;Jonsdorf, Kurort;1482;e;9,03;e;164;e
;146265227400;Olbersdorf;4503;e;15,16;e;297;e
;146265227430;Oybin;1309;e;18,28;e;72;e
;146265228020;Beiersdorf;1089;e;6,45;e;169;e
;146265228410;Oppach;2253;e;8,00;e;282;e
;146265232240;Königshain;1137;e;19,58;e;58;e
;146265232450;Reichenbach/O.L., Stadt;4704;e;62,64;e;75;e
;146265232570;Vierkirchen (Landkreis Görlitz);1664;e;35,41;e;47;e
;146265233260;Kreba-Neudorf;847;e;31,65;e;27;e
;146265233460;Rietschen;2459;e;73,19;e;34;e
;146265235160;Hähnichen;1202;e;49,77;e;24;e
;146265235480;Rothenburg/O.L., Stadt;4167;e;72,40;e;58;e
;146265237120;Groß Düben;1055;e;15,07;e;70;e
;146265237490;Schleife;2496;e;42,00;e;59;e
;146265237560;Trebendorf;769;e;32,05;e;24;e
;146265242590;Weißkeißel;1201;e;50,68;e;24;e
;146265242600;Weißwasser/O.L., Stadt;15348;e;63,43;e;242;e
;146265502190;Hohendubrau;1836;e;45,54;e;40;e
;146265502320;Mücka;947;e;24,35;e;39;e
;146265502440;Quitzdorf am See;1220;e;36,34;e;34;e
;146265502580;Waldhufen;2345;e;58,76;e;40;e
;146265503200;Horka;1554;e;41,01;e;38;e
;146265503230;Kodersdorf;2297;e;42,54;e;54;e
;146265503330;Neißeaue;1622;e;47,37;e;34;e
;146265503520;Schöpstal;2338;e;29,73;e;79;e
;146270010010;Coswig, Stadt;20369;e;25,88;e;787;e
;146270020020;Diera-Zehren;3234;e;43,21;e;75;e
;146270030030;Ebersbach (Landkreis Meißen);4382;e;84,39;e;52;e
;146270050050;Gröditz, Stadt;6927;e;28,94;e;239;e
;146270060060;Großenhain, Stadt;18300;e;130,36;e;140;e
;146270070070;Hirschstein;1948;e;34,57;e;56;e
;146270080080;Käbschütztal;2767;e;50,48;e;55;e
;146270100100;Klipphausen;10351;e;111,67;e;93;e
;146270130130;Lommatzsch, Stadt;4802;e;66,63;e;72;e
;146270140140;Meißen, Stadt;28487;e;30,92;e;921;e
;146270150150;Moritzburg;8318;e;46,49;e;179;e
;146270170170;Niederau;4077;e;35,26;e;116;e
;146270180180;Nossen, Stadt;10581;e;122,74;e;86;e
;146270200200;Priestewitz;3133;e;61,29;e;51;e
;146270210210;Radebeul, Stadt;33497;e;26,14;e;1281;e
;146270220220;Radeburg, Stadt;7325;e;54,02;e;136;e
;146270230230;Riesa, Stadt;29434;e;58,91;e;500;e
;146270260260;Stauchitz;3097;e;32,48;e;95;e
;146270270270;Strehla, Stadt;3643;e;30,28;e;120;e
;146270290290;Thiendorf;3719;e;74,48;e;50;e
;146270310310;Weinböhla;10697;e;19,02;e;562;e
;146270360360;Zeithain;5472;e;81,62;e;67;e
;146275225040;Glaubitz;1972;e;14,00;e;141;e
;146275225190;Nünchritz;5413;e;31,28;e;173;e
;146275234240;Röderaue;2551;e;28,82;e;89;e
;146275234340;Wülknitz;1615;e;27,91;e;58;e
;146275238110;Lampertswalde;2531;e;63,65;e;40;e
;146275238250;Schönfeld (Landkreis Meißen);1772;e;39,16;e;45;e
;146280050050;Bannewitz;11170;e;25,75;e;434;e
;146280060060;Dippoldiswalde, Stadt;13927;e;103,99;e;134;e
;146280100100;Dürrröhrsdorf-Dittersbach;4317;e;43,50;e;99;e
;146280110110;Freital, Stadt;39355;e;40,46;e;973;e
;146280130130;Glashütte, Stadt;6564;e;95,64;e;69;e
;146280160160;Heidenau, Stadt;16753;e;11,07;e;1513;e
;146280190190;Hohnstein, Stadt;3205;e;64,64;e;50;e
;146280220220;Kreischa;4569;e;28,92;e;158;e
;146280260260;Neustadt in Sachsen, Stadt;11848;e;83,12;e;143;e
;146280300300;Rabenau, Stadt;4295;e;30,73;e;140;e
;146280360360;Sebnitz, Stadt;9412;e;88,23;e;107;e
;146280380380;Stolpen, Stadt;5472;e;60,89;e;90;e
;146280410410;Wilsdruff, Stadt;14519;e;81,60;e;178;e
;146285201010;Altenberg, Stadt;7579;e;145,90;e;52;e
;146285201170;Hermsdorf/Erzgeb.;748;e;20,06;e;37;e
;146285202020;Bad Gottleuba-Berggießhübel, Stadt;5427;e;88,72;e;61;e
;146285202040;Bahretal;2131;e;36,46;e;58;e
;146285202230;Liebstadt, Stadt;1233;e;37,36;e;33;e
;146285204030;Bad Schandau, Stadt;3419;e;46,76;e;73;e
;146285204320;Rathmannsdorf;904;e;4,39;e;206;e
;146285204330;Reinhardtsdorf-Schöna;1302;e;31,76;e;41;e
;146285209080;Dohna, Stadt;6005;e;28,59;e;210;e
;146285209250;Müglitztal;1848;e;21,01;e;88;e
;146285219140;Gohrisch;1777;e;34,87;e;51;e
;146285219210;Königstein/Sächs. Schw., Stadt;2089;e;27,05;e;77;e
;146285219310;Rathen, Kurort;339;e;3,56;e;95;e
;146285219340;Rosenthal-Bielatal;1576;e;46,60;e;34;e
;146285219390;Struppen;2434;e;20,64;e;118;e
;146285221240;Lohmen (LK Sächsische Schweiz-Osterzgebirge);3077;e;25,90;e;119;e
;146285221370;Stadt Wehlen, Stadt;1547;e;10,85;e;143;e
;146285229070;Dohma;2010;e;19,53;e;103;e
;146285229270;Pirna, Stadt;39411;e;53,06;e;743;e
;146285230150;Hartmannsdorf-Reichenau;1044;e;28,37;e;37;e
;146285230205;Klingenberg;6651;e;86,75;e;77;e
;146285240090;Dorfhain;1085;e;6,25;e;174;e
;146285240400;Tharandt, Stadt;5160;e;71,23;e;72;e
;147130000000;Leipzig, Stadt;598899;e;297,80;e;2011;e
;147290030030;Bennewitz;5150;e;46,81;e;110;e
;147290040040;Böhlen, Stadt;6731;e;25,27;e;266;e
;147290050050;Borna, Stadt;18998;e;62,45;e;304;e
;147290060060;Borsdorf;8243;e;15,64;e;527;e
;147290070070;Brandis, Stadt;9785;e;34,89;e;280;e
;147290080080;Colditz, Stadt;8278;e;84,09;e;98;e
;147290140140;Frohburg, Stadt;12371;e;145,29;e;85;e
;147290150150;Geithain, Stadt;6938;e;54,71;e;127;e
;147290160160;Grimma, Stadt;27639;e;218,23;e;127;e
;147290170170;Groitzsch, Stadt;7495;e;70,17;e;107;e
;147290190190;Großpösna;5551;e;41,56;e;134;e
;147290220220;Kitzscher, Stadt;4927;e;29,04;e;170;e
;147290245245;Lossatal;6103;e;111,17;e;55;e
;147290250250;Machern;6638;e;38,93;e;171;e
;147290260260;Markkleeberg, Stadt;25581;e;31,48;e;813;e
;147290270270;Markranstädt, Stadt;16182;e;58,46;e;277;e
;147290320320;Neukieritzsch;6995;e;57,09;e;123;e
;147290360360;Regis-Breitingen, Stadt;3825;e;26,37;e;145;e
;147290370370;Rötha, Stadt;6551;e;45,41;e;144;e
;147290380380;Thallwitz;3536;e;53,09;e;67;e
;147290400400;Trebsen/Mulde, Stadt;3753;e;35,06;e;107;e
;147290410410;Wurzen, Stadt;15902;e;69,00;e;230;e
;147290430430;Zwenkau, Stadt;9072;e;46,29;e;196;e
;147295301010;Bad Lausick, Stadt;8040;e;70,02;e;115;e
;147295301330;Otterwisch;1356;e;22,76;e;60;e
;147295307020;Belgershain;3452;e;22,80;e;151;e
;147295307300;Naunhof, Stadt;8763;e;39,71;e;221;e
;147295307340;Parthenstein;3541;e;35,05;e;101;e
;147295308100;Elstertrebnitz;1277;e;11,66;e;110;e
;147295308350;Pegau, Stadt;6517;e;48,77;e;134;e
;147300020020;Bad Düben, Stadt;7840;e;45,80;e;171;e
;147300045045;Belgern-Schildau, Stadt;7558;e;158,99;e;48;e
;147300050050;Cavertitz;2173;e;69,16;e;31;e
;147300060060;Dahlen, Stadt;4162;e;71,87;e;58;e
;147300070070;Delitzsch, Stadt;25816;e;85,92;e;300;e
;147300080080;Doberschütz;4015;e;77,79;e;52;e
;147300110110;Eilenburg, Stadt;16155;e;46,84;e;345;e
;147300160160;Laußig;3586;e;103,42;e;35;e
;147300170170;Liebschützberg;2917;e;68,67;e;42;e
;147300180180;Löbnitz (Landkreis Nordsachsen);2110;e;37,39;e;56;e
;147300190190;Mockrehna;4963;e;115,81;e;43;e
;147300200200;Mügeln, Stadt;5638;e;55,08;e;102;e
;147300210210;Naundorf;2190;e;36,93;e;59;e
;147300230230;Oschatz, Stadt;14050;e;55,44;e;253;e
;147300250250;Rackwitz;5427;e;35,85;e;151;e
;147300270270;Schkeuditz, Stadt;19003;e;81,47;e;233;e
;147300300300;Taucha, Stadt;15978;e;33,22;e;481;e
;147300330330;Wermsdorf;5169;e;104,62;e;49;e
;147300340340;Wiedemar;5502;e;95,55;e;58;e
;147305302010;Arzberg;1849;e;58,57;e;32;e
;147305302030;Beilrode;4247;e;93,28;e;46;e
;147305303090;Dommitzsch, Stadt;2317;e;30,44;e;76;e
;147305303120;Elsnig;1396;e;36,91;e;38;e
;147305303320;Trossin;1256;e;79,68;e;16;e
;147305306150;Krostitz;4122;e;43,21;e;95;e
;147305306280;Schönwölkau;2607;e;49,41;e;53;e
;147305311100;Dreiheide;2092;e;33,62;e;62;e
;147305311310;Torgau, Stadt;20096;e;102,82;e;195;e
;147305601140;Jesewitz;3054;e;52,44;e;58;e
;147305601360;Zschepplin;2802;e;68,36;e;41;e
;150010000000;Dessau-Roßlau, Stadt;75938;e;245,00;e;310;e
;150020000000;Halle (Saale), Stadt;226586;e;135,01;e;1678;e
;150030000000;Magdeburg, Landeshauptstadt;241517;e;201,03;e;1201;e
;150810030030;Arendsee (Altmark), Stadt;6486;e;269,71;e;24;e
;150810135135;Gardelegen, Hansestadt;22076;e;633,23;e;35;e
;150810240240;Kalbe (Milde), Stadt;7209;e;272,84;e;26;e
;150810280280;Klötze, Stadt;9790;e;278,73;e;35;e
;150810455455;Salzwedel, Hansestadt;22915;e;304,57;e;75;e
;150815051026;Apenburg-Winterfeld, Flecken;1684;e;59,31;e;28;e
;150815051045;Beetzendorf;3017;e;98,00;e;31;e
;150815051095;Dähre;1375;e;78,78;e;17;e
;150815051105;Diesdorf, Flecken;2165;e;100,52;e;22;e
;150815051225;Jübar;1543;e;70,95;e;22;e
;150815051290;Kuhfelde;1046;e;45,59;e;23;e
;150815051440;Rohrberg (Landkreis Altmarkkreis Salzwedel);1012;e;38,27;e;26;e
;150815051545;Wallstawe;841;e;44,08;e;19;e
;150820005005;Aken (Elbe), Stadt;7339;e;59,81;e;123;e
;150820015015;Bitterfeld-Wolfen, Stadt;36552;e;86,99;e;420;e
;150820180180;Köthen (Anhalt), Stadt;24166;e;77,46;e;312;e
;150820241241;Muldestausee;11625;e;137,62;e;84;e
;150820256256;Osternienburger Land;8121;e;138,76;e;59;e
